Truth,Decoded
Quanto costa il biglietto,quanto costa io omieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere il autista
Va bene grazie lo stesso,bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,drfeto lei comprarne e
Certo ecco a lei vuole un sacchetto,heonasero lo vuole e smacheto
Si grazie e arrivederci,e bene io e io certo
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonerno io sono mario
Piacere Luigi come stai,piacere io io come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,e quanto ora io csteo
E in offerta costa dieci euro,preididrui
Tutto bene grazie,ruzozori
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",sireoredr e
A che ora arriva il pullman,e io io io io
Dovrebbe arrivare tra qualche minuto,sretoto ctare tu tu minuto
Quanto costa il biglietto,gruto io io
Purtroppo non lo so pero potresti chiedere all autista,pirtripiorir io io io autista
Va bene grazie lo stesso,si grazie io e ecco
Prego,pero
Perfetto vorrei comprarne due.,certo corerire due
Certo ecco a lei vuole un sacchetto,prenria io il tu a
Si grazie e arrivederci,si rairedrerua
Le auguro una buona giornata,prego una curne a bar
Buongiorno io sono Mario,preozto
Buonasera io sono Mario,pbeoan bar
Piacere Luigi come stai,piacere dieci stai
Tutto bene tu,tutto e
Salve quanto costa quell articolo,salve quanto costa quell articolo
