Truth,Decoded
Salve quanto costa quell articolo,salve qenbrt a lo
E in offerta costa dieci euro,bene e a a io
Tutto bene grazie,tutto bene
Prendiamo un caffe al bar,tra a lo
"Certo volentieri, io lo prendero macchiato",prtoe e io proer a ariati
A che ora arriva il pullman,a si a a
Dovrebbe arrivare tra qualche minuto,dovrebbe a a a lo lo
Quanto costa il biglietto,pero e lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero lo pero pero io e e autista
Va bene grazie lo stesso,va e lo so
Prego,prego
Perfetto vorrei comprarne due.,certo ora lo due
Certo ecco a lei vuole un sacchetto,certo a vuole e certo
Si grazie e arrivederci,e bene lo
Le auguro una buona giornata,a a un un un a
Buongiorno io sono Mario,ruonoro io sono io
Buonasera io sono Mario,eruorara io sono lo
Piacere Luigi come stai,pero lo io so stai
Tutto bene tu,io bene
Salve quanto costa quell articolo,a rebert lo so lo
E in offerta costa dieci euro,a ofrte a lei euro
Tutto bene grazie,tutto bene io
Prendiamo un caffe al bar,preber un lo
"Certo volentieri, io lo prendero macchiato",pero oereolo e martato
A che ora arriva il pullman,salve reori un lo
Dovrebbe arrivare tra qualche minuto,poerebrir a ualuto
Quanto costa il biglietto,prutobe lo
Purtroppo non lo so pero potresti chiedere all autista,prtropono lo pero coererhr htiato
Va bene grazie lo stesso,va e bar a lo
Prego,prego
Perfetto vorrei comprarne due.,piereoeri ora
Certo ecco a lei vuole un sacchetto,pero a e lo
