Truth,Decoded
Quanto costa il biglietto,quanto costa io tu mheto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,va grazie io come dsrero
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanto fratia lo stesso
E in offerta costa dieci euro,prego
Tutto bene grazie,fuztoigrae
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si graoedlrue
A che ora arriva il pullman,e mario io
Dovrebbe arrivare tra qualche minuto,pretroto e al a minuto
Quanto costa il biglietto,sgruaztio io io
Purtroppo non lo so pero potresti chiedere all autista,sirezozioir io io pidre autista
Va bene grazie lo stesso,si grazie mario e so
Prego,pero
Perfetto vorrei comprarne due.,si grezto cerare e
Certo ecco a lei vuole un sacchetto,prenre ora io cuipu io
Si grazie e arrivederci,si graerui
Le auguro una buona giornata,prunuo una un a
Buongiorno io sono Mario,pero tu
Buonasera io sono Mario,preoraro mario
Piacere Luigi come stai,piacere lo un bene stai
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,salve quanto costa quell articolo
