Truth,Decoded
Si grazie e arrivederci,io tu tu iegoao
Le auguro una buona giornata,a a riueuemiao
Buongiorno io sono Mario,a a tu a e e e e e io io
Buonasera io sono Mario,va si io io io
Piacere Luigi come stai,io a a a a a a va io
Tutto bene tu,va tu a a a a a a io io
Salve quanto costa quell articolo,a si a e e e si io
E in offerta costa dieci euro,rgri e e e e a tu io
Tutto bene grazie,tu e e e emrtao
Prendiamo un caffe al bar,a si si a a a io lo
"Certo volentieri, io lo prendero macchiato",a e e e io
A che ora arriva il pullman,si a e e e e io
Dovrebbe arrivare tra qualche minuto,a io a io
Quanto costa il biglietto,e a a a a a io
Purtroppo non lo so pero potresti chiedere all autista,a tu a a a a io
Va bene grazie lo stesso,a io e e e e e io io so
Prego,due un e e e e e e e e e io
Perfetto vorrei comprarne due.,a ilese
Certo ecco a lei vuole un sacchetto,io a a a a a a io io
Si grazie e arrivederci,io a e e e e e io io
Le auguro una buona giornata,e a io
Buongiorno io sono Mario,io tu a a e e e grtio
Buonasera io sono Mario,a a e e e e mario
Piacere Luigi come stai,e e e e e a io
Tutto bene tu,a a e e e e a io
Salve quanto costa quell articolo,io a a e e a a tu io
E in offerta costa dieci euro,tu e si e e e a tu io
Tutto bene grazie,a a raururur rgrgrgrgrti io
Prendiamo un caffe al bar,a a io a a e e e e e io io
"Certo volentieri, io lo prendero macchiato",un tu due e e e e e io io
A che ora arriva il pullman,io tu io e e e e e erer io io
Dovrebbe arrivare tra qualche minuto,in tu io a a a ugugr io io
