Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,tutto costa il si io
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,e in stai io si tu e
Le auguro una buona giornata,le auguro una bene a a
"Certo volentieri, io lo prendero macchiato",e quanoiede a
Tutto bene tu,tutto che grazie
Salve quanto costa quell articolo,salve quanrata io lo stesso
Purtroppo non lo so pero potresti chiedere all autista,certo ora io pero prit io a una
Dovrebbe arrivare tra qualche minuto,doreto lo barire tu tu minuto
Prego,prego
Si grazie e arrivederci,si grazie durereua
Va bene grazie lo stesso,e gbizearzie e prego
Piacere Luigi come stai,piacere stai e stai
E in offerta costa dieci euro,e grazie idireui
Buonasera io sono Mario,buona mario
Quanto costa il biglietto,quanto io io io tra
Perfetto vorrei comprarne due.,si certo e rearire due
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,a ora so e
Buongiorno io sono Mario,quton lo
Tutto bene grazie,quzt igereta
Quanto costa il biglietto,quanto lo stai il bieto
Perfetto vorrei comprarne due.,doverfeton lei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe grazie riae a e minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e lo autista
