Truth,Decoded
Quanto costa il biglietto,quanto costa io olieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,poverfeton lei comprarne un
Certo ecco a lei vuole un sacchetto,certocna lei lo vuole un smacheto
Si grazie e arrivederci,a bene a io so io certo
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a quanto grata io cstelo
E in offerta costa dieci euro,a rezior icieue
Tutto bene grazie,tutto e e
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",certo ora un
A che ora arriva il pullman,e oraria lo a
Dovrebbe arrivare tra qualche minuto,doretobo carire tu tu minuto
Quanto costa il biglietto,quanto come io una
Purtroppo non lo so pero potresti chiedere all autista,certo popore io io pero e a una
Va bene grazie lo stesso,si grazeare e si
Prego,prego
Perfetto vorrei comprarne due.,certo ceredrire due
Certo ecco a lei vuole un sacchetto,prenria io il un un
Si grazie e arrivederci,si a redrerua
Le auguro una buona giornata,un lo una curne a bar
Buongiorno io sono Mario,pbenon aziu
Buonasera io sono Mario,preorn bar
Piacere Luigi come stai,piacere io come si
Tutto bene tu,luigi lo e
Salve quanto costa quell articolo,salve quanto costa quell articolo
