Truth,Decoded
Salve quanto costa quell articolo,salve quanto lo stai qltiolo
E in offerta costa dieci euro,e in a costa diecieuro
Tutto bene grazie,tutto benerazie
Prendiamo un caffe al bar,prendiamo un caffe bar
"Certo volentieri, io lo prendero macchiato",certo lei io lo pero drnchiato
A che ora arriva il pullman,che a mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra quell minuto
Quanto costa il biglietto,quanto stai si lo
Purtroppo non lo so pero potresti chiedere all autista,prtrolopro lo plsopero porithedel autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarnedue
Certo ecco a lei vuole un sacchetto,certo ecco a le vuole un certo
Si grazie e arrivederci,si grazie e ariedrci
Le auguro una buona giornata,le aegr un una lo a
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,a quanto costaque articolo
E in offerta costa dieci euro,e un ora costa e euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo voentrierio lo prendero macchiato
A che ora arriva il pullman,a che arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebearivar a ulumnuto
Quanto costa il biglietto,tutto bosae io lieto
Purtroppo non lo so pero potresti chiedere all autista,prtroponon so pero coecredern aheisto
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,peretorei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo a lei sono uchto
