Truth,Decoded
Salve quanto costa quell articolo,salve una io stai lo lo
E in offerta costa dieci euro,e in ora ora io io euro
Tutto bene grazie,ungio bene grazie
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",ora eter io euro e bene dreachiao
A che ora arriva il pullman,pero arriva il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe e ora e il lo minuto
Quanto costa il biglietto,certo io si lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero lo lo pero e dhredel autista
Va bene grazie lo stesso,va e grazie lo so
Prego,pero
Perfetto vorrei comprarne due.,prego vorrei comraredue
Certo ecco a lei vuole un sacchetto,certoeco a le vuole un certo
Si grazie e arrivederci,si e e e arierci
Le auguro una buona giornata,e un una un a
Buongiorno io sono Mario,buoirno io sono mario
Buonasera io sono Mario,buona io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,io bene tu
Salve quanto costa quell articolo,salve a lo costa il lo
E in offerta costa dieci euro,e a ora costa lei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un a a
"Certo volentieri, io lo prendero macchiato",certo oenerier lo lo come mario
A che ora arriva il pullman,e e ora mario il lman
Dovrebbe arrivare tra qualche minuto,dovrebearvar a lo minuto
Quanto costa il biglietto,tutto bene io io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo pero coeredrn chetisto
Va bene grazie lo stesso,va e a lo so
Prego,pero
Perfetto vorrei comprarne due.,peretoerei come e
Certo ecco a lei vuole un sacchetto,certo lo a lei io lo certo
