Truth,Decoded
Quanto costa il biglietto,lo lo io
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo lo lo io
Va bene grazie lo stesso,lo e io
Prego,lo io
Perfetto vorrei comprarne due.,pero lo lo e lo
Certo ecco a lei vuole un sacchetto,lo lo ora io lo io
Si grazie e arrivederci,lo e io
Le auguro una buona giornata,euro lo io io
Buongiorno io sono Mario,lo lo lo io
Buonasera io sono Mario,lo lo lo lo lo io
Piacere Luigi come stai,lo lo lo io
Tutto bene tu,lo lo io
Salve quanto costa quell articolo,pero lo
E in offerta costa dieci euro,tra lo
Tutto bene grazie,lo lo
Prendiamo un caffe al bar,pero lo
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,pero lo
Dovrebbe arrivare tra qualche minuto,tra lo
Quanto costa il biglietto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,pero io
Va bene grazie lo stesso,e lo
Prego,lo
Perfetto vorrei comprarne due.,pero io e io
Certo ecco a lei vuole un sacchetto,e lo
Si grazie e arrivederci,pero lo
Le auguro una buona giornata,pero lo
Buongiorno io sono Mario,tra lo
Buonasera io sono Mario,pero io
Piacere Luigi come stai,pero lo
Tutto bene tu,pero lo
Salve quanto costa quell articolo,e e a a lo
