Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Salve quanto costa quell articolo,salve quanto costa quell articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie lo stesso
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a e vuole un sacchetto
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero poret chiedere al autista
Le auguro una buona giornata,le auguro una buona giornata
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,io bene e ariederchi
Quanto costa il biglietto,si gruazaboio ireua
Si grazie e arrivederci,si grarua
Certo ecco a lei vuole un sacchetto,e aeano votsuia io ulpu a
Purtroppo non lo so pero potresti chiedere all autista,purtrororo pero lo lo pero purui e a una
Tutto bene grazie,ruzoruze
Salve quanto costa quell articolo,salve un lo a lo a stesso
E in offerta costa dieci euro,a razioigireui
A che ora arriva il pullman,lo un a so a
"Certo volentieri, io lo prendero macchiato",si gquaoe reua
Buonasera io sono Mario,buona tra sono mario
Prendiamo un caffe al bar,prego io un caffe al bar
Le auguro una buona giornata,le un lo una euro bar
Va bene grazie lo stesso,si grazie mario le so
