Truth,Decoded
Si grazie e arrivederci,va e e ecco
Le auguro una buona giornata,le auguro una buona gnata
Buongiorno io sono Mario,bungonra io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereguigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve bene costa quell trcolo
E in offerta costa dieci euro,e in ora csadei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un caffe a a
"Certo volentieri, io lo prendero macchiato",certo boentrieri io lo srere chiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,quanto costa il io
Purtroppo non lo so pero potresti chiedere all autista,prutro non lo so pero e che e e il una
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo e a e vuole un acheto
Si grazie e arrivederci,io e e mario certo
Le auguro una buona giornata,le auguro una buonagna
Buongiorno io sono Mario,buoirno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,le un io come io io
E in offerta costa dieci euro,e in ora cosadieo
Tutto bene grazie,tutto e grazie
Prendiamo un caffe al bar,bene un caffe a bar
"Certo volentieri, io lo prendero macchiato",certo oenrireri io lo pomdeo chiato
A che ora arriva il pullman,a che ora lo pman
Dovrebbe arrivare tra qualche minuto,dovrebbe agrea lo un euro
