Truth,Decoded
Quanto costa il biglietto,un lo stai io
Purtroppo non lo so pero potresti chiedere all autista,puvrtopo lo io pero come bene autista
Va bene grazie lo stesso,va bene si lo lo so
Prego,pero
Perfetto vorrei comprarne due.,dovreterlei come e lo
Certo ecco a lei vuole un sacchetto,creorari lo come mario
Si grazie e arrivederci,a stai io io certo
Le auguro una buona giornata,le lo un uiato
Buongiorno io sono Mario,buona io sono mario
Buonasera io sono Mario,buona io sono mario
Piacere Luigi come stai,piacereririo lo stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,si bene a lei
E in offerta costa dieci euro,pireira
Tutto bene grazie,pero
Prendiamo un caffe al bar,pereia a e
"Certo volentieri, io lo prendero macchiato",pirereua
A che ora arriva il pullman,pero va a
Dovrebbe arrivare tra qualche minuto,pero tarereue
Quanto costa il biglietto,pgruoita
Purtroppo non lo so pero potresti chiedere all autista,pero io io un
Va bene grazie lo stesso,pigrizei
Prego,pero
Perfetto vorrei comprarne due.,pirato iriade a
Certo ecco a lei vuole un sacchetto,pigre a a
Si grazie e arrivederci,si ora
Le auguro una buona giornata,e ecco e e a
Buongiorno io sono Mario,pero
Buonasera io sono Mario,prego a
Piacere Luigi come stai,pero si
Tutto bene tu,buti lo e
Salve quanto costa quell articolo,salve funrta e un lieolo
