Truth,Decoded
Salve quanto costa quell articolo,salve una lo a ultiolso
E in offerta costa dieci euro,e in ora costa diecieuro
Tutto bene grazie,utgio bene grazie
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",crtoeo vretri io lo pero drchiato
A che ora arriva il pullman,che a mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe e arrivare e un minuto
Quanto costa il biglietto,ruaonzo stai si lo
Purtroppo non lo so pero potresti chiedere all autista,purtro lo pero lo plopero e ihede lo autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comrarnedue
Certo ecco a lei vuole un sacchetto,certo pero a le vuole un certo
Si grazie e arrivederci,si grazie e ariedrci
Le auguro una buona giornata,hegr un un lo a
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buona io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,a quanto costa tu io
E in offerta costa dieci euro,e un ora costa e euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo voentrier lo lo conero mcriato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebearvar a uluinuto
Quanto costa il biglietto,tutto bene io lo
Purtroppo non lo so pero potresti chiedere all autista,prtropono lo pero coeredrn aheisto
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,perfetorei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo a lei sono ucheto
