Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il e io
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,e rentertia si ulpu a
Le auguro una buona giornata,e quanto una un a
"Certo volentieri, io lo prendero macchiato",si gfeoede e
Tutto bene tu,tutto e e
Salve quanto costa quell articolo,salve quanzrta io costelo
Purtroppo non lo so pero potresti chiedere all autista,si razoioi io si io a autista
Dovrebbe arrivare tra qualche minuto,perfetto toctarirle tu tu minuto
Prego,prego
Si grazie e arrivederci,si rirua
Va bene grazie lo stesso,si grazie e stesso
Piacere Luigi come stai,piacere dieci stai
E in offerta costa dieci euro,si ruzireue
Buonasera io sono Mario,buona bar
Quanto costa il biglietto,e quanto io tra
Perfetto vorrei comprarne due.,prego corarie e
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,e ora io e
Buongiorno io sono Mario,pretoztu
Tutto bene grazie,qutoirte
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,dovrfeton lei comprarne e
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arazieia io minuto
Piacere Luigi come stai,piacere liogio come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
