Truth,Decoded
Prego,pero
Dovrebbe arrivare tra qualche minuto,dovreboboarire a due minuto
Tutto bene tu,tutto bene
Perfetto vorrei comprarne due.,certo coredrive un
Buongiorno io sono Mario,preaztu
Piacere Luigi come stai,piacere luigi che stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Tutto bene tu,tutto bene tu
E in offerta costa dieci euro,e in offerta costa dieci euro
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo tra certo lo vuole un sacchetto
Piacere Luigi come stai,piacereluigi come stai
Prego,prego
Buonasera io sono Mario,buongiorno io sono mario
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe araiaiae a le minuto
Salve quanto costa quell articolo,le auguro io costa un iacieo
"Certo volentieri, io lo prendero macchiato",certo vontri e lo lo prendero macchiato
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Buongiorno io sono Mario,buongiorno io sono mario
A che ora arriva il pullman,a che ora arriva il pullman
Si grazie e arrivederci,si grazie io arriva dieci
Tutto bene grazie,tutto bene grazie
Le auguro una buona giornata,le auguro una buona giornata
Piacere Luigi come stai,piacere luigi come stai
A che ora arriva il pullman,a che ora arriva il pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Si grazie e arrivederci,si grazie e arivesrtrcso
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene tu,tutto bene tu
Buonasera io sono Mario,buonasera io sono mario
