Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
"Certo volentieri, io lo prendero macchiato",certo volentierieri io lo prendero macchiato
Salve quanto costa quell articolo,salve quanto costa quell articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie lo stesso
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a e vuole un sacchetto
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Le auguro una buona giornata,le auguro una buona giornata
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,io io io ariedercri
Quanto costa il biglietto,ruartipoiti pioie il il una
Si grazie e arrivederci,si grazie a
Certo ecco a lei vuole un sacchetto,peretne rtsri io tu il un
Purtroppo non lo so pero potresti chiedere all autista,prego ptoptri io io pero purore al una
Tutto bene grazie,quanto iglaue
Salve quanto costa quell articolo,salve quanratoa a lo a rtiulo
E in offerta costa dieci euro,prazigeure
A che ora arriva il pullman,e arriva lo ulmare
"Certo volentieri, io lo prendero macchiato",si gruaoe lo un
Buonasera io sono Mario,buonararain mario
Prendiamo un caffe al bar,prego io un caffe al bar
Le auguro una buona giornata,le quanto lo una cuane a bar
Va bene grazie lo stesso,si grazie ariae lo stesso
