Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,e renrti io tu tu e
Le auguro una buona giornata,auguro una un a
"Certo volentieri, io lo prendero macchiato",preoed e
Tutto bene tu,tutto bgzte
Salve quanto costa quell articolo,salve quanto io lo stesso
Purtroppo non lo so pero potresti chiedere all autista,pirtrio e io io io autista
Dovrebbe arrivare tra qualche minuto,prego lo btararle e tu minuto
Prego,prego
Si grazie e arrivederci,si un
Va bene grazie lo stesso,si grazie e stai
Piacere Luigi come stai,piacere uienc stai
E in offerta costa dieci euro,prego
Buonasera io sono Mario,un bar
Quanto costa il biglietto,gruatoi a
Perfetto vorrei comprarne due.,certo oriedue
Prendiamo un caffe al bar,prendiamo un che al bar
A che ora arriva il pullman,e ora io e
Buongiorno io sono Mario,preotu
Tutto bene grazie,auate
Quanto costa il biglietto,quanto lo stai il biglietto
Perfetto vorrei comprarne due.,prfetotonrei comprarne e
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovreaote grazie io tu minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo so pero potresti chiedere al autista
