Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
"Certo volentieri, io lo prendero macchiato",certo volentierieri io lo prendero macchiato
Salve quanto costa quell articolo,salve quanto costa quell articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie stesso
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a e vuole un sacchetto
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti che bene al autista
Le auguro una buona giornata,le auguro una buona giornata
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,si io bene e ariedercri
Quanto costa il biglietto,a gruagto io una
Si grazie e arrivederci,si grarua
Certo ecco a lei vuole un sacchetto,renrouia io un un
Purtroppo non lo so pero potresti chiedere all autista,prego un io io pero si e a una
Tutto bene grazie,butoigaze
Salve quanto costa quell articolo,a quangrt io lo stesso
E in offerta costa dieci euro,ruziue
A che ora arriva il pullman,a beoria lo a
"Certo volentieri, io lo prendero macchiato",si gruedl due
Buonasera io sono Mario,buonarin mario
Prendiamo un caffe al bar,prego io un caffe al bar
Le auguro una buona giornata,le auangoro una un a
Va bene grazie lo stesso,si grazoarzie e stesso
