Truth,Decoded
Quanto costa il biglietto,pero lo certo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo e lo
Va bene grazie lo stesso,bene so
Prego,lo
Perfetto vorrei comprarne due.,prego lo lo e
Certo ecco a lei vuole un sacchetto,lo lo io io oeariato
Si grazie e arrivederci,tu io so
Le auguro una buona giornata,euro io
Buongiorno io sono Mario,lo lo lo mario
Buonasera io sono Mario,lo lo lo mario
Piacere Luigi come stai,certo lo lo lo si
Tutto bene tu,tutto sono
Salve quanto costa quell articolo,e e lo
E in offerta costa dieci euro,tra io
Tutto bene grazie,tutto io
Prendiamo un caffe al bar,pero e
"Certo volentieri, io lo prendero macchiato",pruoeuo
A che ora arriva il pullman,pero si a
Dovrebbe arrivare tra qualche minuto,perete io io
Quanto costa il biglietto,prut lo
Purtroppo non lo so pero potresti chiedere all autista,pero io ieuta
Va bene grazie lo stesso,pero e
Prego,pero
Perfetto vorrei comprarne due.,pero lo io e e stai
Certo ecco a lei vuole un sacchetto,e e
Si grazie e arrivederci,piret si
Le auguro una buona giornata,pero a
Buongiorno io sono Mario,prego io
Buonasera io sono Mario,pretion lo
Piacere Luigi come stai,pero e e
Tutto bene tu,prego lo io
Salve quanto costa quell articolo,e bene tra a so
