Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,si grazie mario reive ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,si grazie grazie a stesso
E in offerta costa dieci euro,pero
Tutto bene grazie,pretoige
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si graiedrue
A che ora arriva il pullman,e oadrao e
Dovrebbe arrivare tra qualche minuto,sirutroto ararle il minuto
Quanto costa il biglietto,si grui a
Purtroppo non lo so pero potresti chiedere all autista,si io io un alauia
Va bene grazie lo stesso,si grazie io e due
Prego,pero
Perfetto vorrei comprarne due.,si rezio ora e
Certo ecco a lei vuole un sacchetto,a greieridi ipui io
Si grazie e arrivederci,si tra un
Le auguro una buona giornata,euro una un a
Buongiorno io sono Mario,preogtu
Buonasera io sono Mario,pero lo mario
Piacere Luigi come stai,piacere io so
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,salve quanto costa quell articolo
