Truth,Decoded
Quanto costa il biglietto,quanto costa il qulieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo costa ora lei vuole e smacheto
Si grazie e arrivederci,va bene io reive certo
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanrata io lo stilo
E in offerta costa dieci euro,pruz idreuo
Tutto bene grazie,tutto igerae
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si gqeno bene il e
A che ora arriva il pullman,e oarava io lman
Dovrebbe arrivare tra qualche minuto,doreoto arire il tu minuto
Quanto costa il biglietto,quanto io io a
Purtroppo non lo so pero potresti chiedere all autista,prego io io io pero purlere a autista
Va bene grazie lo stesso,va bezezearie e stesso
Prego,pero
Perfetto vorrei comprarne due.,certo pero rearire due
Certo ecco a lei vuole un sacchetto,e ora io un un e
Si grazie e arrivederci,si grazie geiredrerua
Le auguro una buona giornata,sono lo una bene al a
Buongiorno io sono Mario,prego tu
Buonasera io sono Mario,buoraon mario
Piacere Luigi come stai,piacere uiecoe stai
Tutto bene tu,buti verae
Salve quanto costa quell articolo,salve quanto costa quell articolo
