Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,doverfeton vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,a bene io un ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanfrat io io stesso
E in offerta costa dieci euro,si greziozrs icireuo
Tutto bene grazie,auzige e
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",si grenoreqde io
A che ora arriva il pullman,e a arriva lo lman
Dovrebbe arrivare tra qualche minuto,dovrebbe che tu tu minuto
Quanto costa il biglietto,a gquaztoi io rteto
Purtroppo non lo so pero potresti chiedere all autista,prego e lo io pero purpue due al una
Va bene grazie lo stesso,a grazie mario e dreuso
Prego,prego
Perfetto vorrei comprarne due.,certo certo bar due
Certo ecco a lei vuole un sacchetto,perenr ora io si il e
Si grazie e arrivederci,si graziediredrerui
Le auguro una buona giornata,un io una che al a
Buongiorno io sono Mario,e io
Buonasera io sono Mario,beoron bar
Piacere Luigi come stai,piacere uigivece stai
Tutto bene tu,buti a
Salve quanto costa quell articolo,salve quanto costa quell articolo
