Truth,Decoded
Salve quanto costa quell articolo,e e lo
E in offerta costa dieci euro,lo io io
Tutto bene grazie,lo lo io
Prendiamo un caffe al bar,pero a a lo
"Certo volentieri, io lo prendero macchiato",certo e io lo e mriato
A che ora arriva il pullman,un io
Dovrebbe arrivare tra qualche minuto,tra a a tutto
Quanto costa il biglietto,lo io
Purtroppo non lo so pero potresti chiedere all autista,certo io io io bene tutto
Va bene grazie lo stesso,e io
Prego,tutto
Perfetto vorrei comprarne due.,e lo e io
Certo ecco a lei vuole un sacchetto,ereon io lo un io
Si grazie e arrivederci,bene lo
Le auguro una buona giornata,e e io io a lo
Buongiorno io sono Mario,rtoio lo io
Buonasera io sono Mario,mario mario
Piacere Luigi come stai,lo lo lo io
Tutto bene tu,lo io
Salve quanto costa quell articolo,tu bar lo
E in offerta costa dieci euro,tu a a io
Tutto bene grazie,lo e
Prendiamo un caffe al bar,e a a
"Certo volentieri, io lo prendero macchiato",pero roerito
A che ora arriva il pullman,e reori lo lo
Dovrebbe arrivare tra qualche minuto,pruoerea io
Quanto costa il biglietto,tutto lo lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo lo che htato
Va bene grazie lo stesso,a e a lo
Prego,lo
Perfetto vorrei comprarne due.,lei lo
Certo ecco a lei vuole un sacchetto,reari certo
