Truth,Decoded
Prego,prego
Tutto bene tu,tutto bene tu
Tutto bene grazie,tutto bene grazie
Le auguro una buona giornata,le auguro una buona giornata
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so peroptreticide al autista
Salve quanto costa quell articolo,salve quanto bene al articolo
A che ora arriva il pullman,a che ora arriva il pullman
Buongiorno io sono Mario,buongiorno io sono mario
Certo ecco a lei vuole un sacchetto,certo lo a le vuole un certo
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
Tutto bene grazie,tutto bene grazie
Salve quanto costa quell articolo,salve bene costa un articolo
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo sredeo macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il io
Tutto bene tu,tutto bene tu
Certo ecco a lei vuole un sacchetto,certo ecco a le vuole un sacchetto
E in offerta costa dieci euro,e in costa costa lei euro
Le auguro una buona giornata,le euro una buona giornata
Va bene grazie lo stesso,va bene grazie stesso
Purtroppo non lo so pero potresti chiedere all autista,prutronon lo so pero stai che e e il una
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Si grazie e arrivederci,io e riedrco
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prendiamo un caffe al bar,prendiamo un caffe al a
Prendiamo un caffe al bar,prenia a caffe bar
