Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il si io
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,prego io il un
Le auguro una buona giornata,prego una un a
"Certo volentieri, io lo prendero macchiato",piereoed e
Tutto bene tu,prego come
Salve quanto costa quell articolo,salve quangrata io costelo
Purtroppo non lo so pero potresti chiedere all autista,purtztoior io lo si un a una
Dovrebbe arrivare tra qualche minuto,doretoctararle tu tu minuto
Prego,prego
Si grazie e arrivederci,si io durerua
Va bene grazie lo stesso,si grazeazie e euro
Piacere Luigi come stai,piacere un e stai
E in offerta costa dieci euro,si greziciuo
Buonasera io sono Mario,bene mario
Quanto costa il biglietto,sgruato io a
Perfetto vorrei comprarne due.,certo ceriradrne a
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,preoadra io un
Buongiorno io sono Mario,preozto
Tutto bene grazie,autoigrte
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,prfeton lei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe araiaiae a le minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
