Truth,Decoded
Quanto costa il biglietto,tutto lo bar io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo pero politere autista
Va bene grazie lo stesso,va bene tra lo stesso
Prego,pero
Perfetto vorrei comprarne due.,dovreberlei costa e lo
Certo ecco a lei vuole un sacchetto,certorari lo sono mario
Si grazie e arrivederci,a bene io io certo
Le auguro una buona giornata,le lo un giornata
Buongiorno io sono Mario,buoiono io sono mario
Buonasera io sono Mario,bunri io sono mario
Piacere Luigi come stai,piacerelilio come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,e bene a lei
E in offerta costa dieci euro,preira
Tutto bene grazie,preorti
Prendiamo un caffe al bar,pereniao a lo bar
"Certo volentieri, io lo prendero macchiato",piacere un
A che ora arriva il pullman,pero vrari a
Dovrebbe arrivare tra qualche minuto,perfetto crareriuo
Quanto costa il biglietto,pruoio io
Purtroppo non lo so pero potresti chiedere all autista,certo io io io una
Va bene grazie lo stesso,pgrazeri
Prego,pirei
Perfetto vorrei comprarne due.,certo riadre a
Certo ecco a lei vuole un sacchetto,pero a a
Si grazie e arrivederci,pirara
Le auguro una buona giornata,pero lo lo il a
Buongiorno io sono Mario,prego
Buonasera io sono Mario,prego a
Piacere Luigi come stai,puareo io tu
Tutto bene tu,tutto costa
Salve quanto costa quell articolo,salve una lo stai stesso
