Truth,Decoded
Prendiamo un caffe al bar,prendiamo un che bar
Salve quanto costa quell articolo,salve quanto tra si e lo
E in offerta costa dieci euro,e grazie iciua
"Certo volentieri, io lo prendero macchiato",si greord a
Dovrebbe arrivare tra qualche minuto,doretot barirae tu minuto
Prego,prego
Tutto bene grazie,rutoe
A che ora arriva il pullman,e a va io a
Buongiorno io sono Mario,prego
Perfetto vorrei comprarne due.,certo grazie due
Si grazie e arrivederci,si grairedurerua
Le auguro una buona giornata,le aungo un un a
Certo ecco a lei vuole un sacchetto,pereneri io tu a
Va bene grazie lo stesso,si graziazie a si
Buonasera io sono Mario,preoron a
Quanto costa il biglietto,quanto io io
Tutto bene tu,qutoio come
Purtroppo non lo so pero potresti chiedere all autista,prtoioir io io io io autista
Piacere Luigi come stai,piacere lo un e stai
Tutto bene tu,tutto bene tu
Certo ecco a lei vuole un sacchetto,certo lo a lei vuole unacheto
Purtroppo non lo so pero potresti chiedere all autista,purtronon lo so so pero coreticedra autista
Quanto costa il biglietto,quanto costa il bieto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
E in offerta costa dieci euro,e in ora costa dieci euro
Piacere Luigi come stai,piacereuigio come stai
Tutto bene grazie,tutto bene grazie
Prego,prego
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Si grazie e arrivederci,si grazie e iverci
Prendiamo un caffe al bar,prendero un caffe al bar
Salve quanto costa quell articolo,salve quanto costa un articolo
