Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il si io
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,preuri io il tu a
Le auguro una buona giornata,io una un a a
"Certo volentieri, io lo prendero macchiato",va qunoedl e
Tutto bene tu,tutto io e
Salve quanto costa quell articolo,salve quanrata io costeuso
Purtroppo non lo so pero potresti chiedere all autista,preztor io io io un e a una
Dovrebbe arrivare tra qualche minuto,dovretobo carirne il tu minuto
Prego,prego
Si grazie e arrivederci,si graderua
Va bene grazie lo stesso,e grazezarzie e euro
Piacere Luigi come stai,piacere dieci stai
E in offerta costa dieci euro,preigiuo
Buonasera io sono Mario,buona mario
Quanto costa il biglietto,quanto io a
Perfetto vorrei comprarne due.,certo ceradrne a
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,e ora io e
Buongiorno io sono Mario,preoztu
Tutto bene grazie,tutto igata
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,doreton lei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe araziatia vuole minuto
Piacere Luigi come stai,piacerheluigio come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
