Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo io io ora lei vuole un sacchetto
Si grazie e arrivederci,e bene io reive drerco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanfrata io castelo
E in offerta costa dieci euro,gquziozrs icireuo
Tutto bene grazie,quanto io a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",e quanzotredl a
A che ora arriva il pullman,e a arriva io lman
Dovrebbe arrivare tra qualche minuto,doretob come a due minuto
Quanto costa il biglietto,e gquarzto io si io irata
Purtroppo non lo so pero potresti chiedere all autista,perfetto io io si un il a una
Va bene grazie lo stesso,si grazie zearzre e rticso
Prego,pero
Perfetto vorrei comprarne due.,certo certo bar due
Certo ecco a lei vuole un sacchetto,perene io io il tu a
Si grazie e arrivederci,si grazie giredurererua
Le auguro una buona giornata,le quanto lo a cutne a bar
Buongiorno io sono Mario,preongron io
Buonasera io sono Mario,reorin mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,buti come
Salve quanto costa quell articolo,salve quanto costa quell articolo
