Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
"Certo volentieri, io lo prendero macchiato",certo volentierieri io lo prendero macchiato
Salve quanto costa quell articolo,salve tutto costa quell articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie lo stesso
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Le auguro una buona giornata,le auguro una buona giornata
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,io io e riedercri
Quanto costa il biglietto,si grurti io a
Si grazie e arrivederci,si tra un
Certo ecco a lei vuole un sacchetto,preorosia io si tu a
Purtroppo non lo so pero potresti chiedere all autista,certo potri io io pero euro e a uise
Tutto bene grazie,buztoigedrue
Salve quanto costa quell articolo,salve quanfrta si lo stiuo
E in offerta costa dieci euro,prezigrui
A che ora arriva il pullman,e uraria lo a
"Certo volentieri, io lo prendero macchiato",si gruod le
Buonasera io sono Mario,buona mario mario
Prendiamo un caffe al bar,prego io un caffe al bar
Le auguro una buona giornata,le auguro una un abaua
Va bene grazie lo stesso,si grazie arriva il ricsi
