Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa ultiolo
E in offerta costa dieci euro,e in a costa iecieuro
Tutto bene grazie,tutto benerazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo voeti io lo pero drmchiato
A che ora arriva il pullman,che a mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra quell minuto
Quanto costa il biglietto,quanto a io lo
Purtroppo non lo so pero potresti chiedere all autista,purtoloro lo lo pero porithedel autista
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a le vuole un acheto
Si grazie e arrivederci,si grazie e ariedrci
Le auguro una buona giornata,hegr un una una nata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,salve quanto costaqul articolo
E in offerta costa dieci euro,e in offerta costa io euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebearivare a un minuto
Quanto costa il biglietto,tutto costa io io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non sono so pero coeceden ahetisto
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,peretorei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo a lei sono uchto
