Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al lo autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lei lei vuole un sacchetto
Si grazie e arrivederci,e bene mario io ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsrnao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a quanto tra a io stesso
E in offerta costa dieci euro,prego cieuo
Tutto bene grazie,fuztoie bene
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",si io oedl e
A che ora arriva il pullman,e a io io io io
Dovrebbe arrivare tra qualche minuto,peretrtoto caffe a due minuto
Quanto costa il biglietto,pgrurzto io una
Purtroppo non lo so pero potresti chiedere all autista,prtrioiopitre io io io io io al autista
Va bene grazie lo stesso,si grazie grazie so euro
Prego,prego
Perfetto vorrei comprarne due.,certo ceredrne e
Certo ecco a lei vuole un sacchetto,perenrouia si io tu e
Si grazie e arrivederci,si e io bene a
Le auguro una buona giornata,prego una un a a
Buongiorno io sono Mario,prego tu
Buonasera io sono Mario,e io a a mario
Piacere Luigi come stai,piacere dieci stai
Tutto bene tu,prego io non le
Salve quanto costa quell articolo,salve quanto costa quell articolo
