Truth,Decoded
Salve quanto costa quell articolo,e e a a e lo
E in offerta costa dieci euro,lo lo e io
Tutto bene grazie,lo io
Prendiamo un caffe al bar,e lo
"Certo volentieri, io lo prendero macchiato",certo lo e a e ariato
A che ora arriva il pullman,lo e io
Dovrebbe arrivare tra qualche minuto,lo a e io
Quanto costa il biglietto,e io
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo e lo
Va bene grazie lo stesso,e lo
Prego,tutto
Perfetto vorrei comprarne due.,lo lo e lo
Certo ecco a lei vuole un sacchetto,e lo lo io io
Si grazie e arrivederci,e lo
Le auguro una buona giornata,pero lo lo e io
Buongiorno io sono Mario,lo io io
Buonasera io sono Mario,lo io io
Piacere Luigi come stai,prego lo
Tutto bene tu,tutto
Salve quanto costa quell articolo,lo a lo
E in offerta costa dieci euro,e a a a io
Tutto bene grazie,lo e io
Prendiamo un caffe al bar,pero a lo
"Certo volentieri, io lo prendero macchiato",e a a eriato
A che ora arriva il pullman,bene a lo lo
Dovrebbe arrivare tra qualche minuto,tu a lo
Quanto costa il biglietto,tutto lo lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo a io certo
Va bene grazie lo stesso,pero e lo
Prego,certo
Perfetto vorrei comprarne due.,e io
Certo ecco a lei vuole un sacchetto,e e a io
