Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Salve quanto costa quell articolo,salve quanto costa quell articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie stesso
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a leivuole un sacchetto
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti che bene al autista
Le auguro una buona giornata,le auguro una buona giornata
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,si griz io e ariedercri
Quanto costa il biglietto,si gruri io a
Si grazie e arrivederci,si greurue
Certo ecco a lei vuole un sacchetto,e reforicicipu due
Purtroppo non lo so pero potresti chiedere all autista,pierezo a io io euro due al una
Tutto bene grazie,si grezirerue
Salve quanto costa quell articolo,salve gquzo tra qicrtruso
E in offerta costa dieci euro,si rezirui
A che ora arriva il pullman,pero orivo un
"Certo volentieri, io lo prendero macchiato",si grelrue
Buonasera io sono Mario,preoariono mario
Prendiamo un caffe al bar,prego io un caffe al bar
Le auguro una buona giornata,pero tra bene a
Va bene grazie lo stesso,si grazoerie e druso
