Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,tutto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,e renrtia io tu tu e
Le auguro una buona giornata,auguro una un a bar
"Certo volentieri, io lo prendero macchiato",si retoied e
Tutto bene tu,tutto bene gizte
Salve quanto costa quell articolo,salve quanto grata io e stesso
Purtroppo non lo so pero potresti chiedere all autista,preztioir io si io si a autista
Dovrebbe arrivare tra qualche minuto,certo lo btarirne tu tu minuto
Prego,prego
Si grazie e arrivederci,si tra due
Va bene grazie lo stesso,si grazirzie e stesso
Piacere Luigi come stai,piacere dieci e
E in offerta costa dieci euro,preiue
Buonasera io sono Mario,buona bar
Quanto costa il biglietto,quanto io e
Perfetto vorrei comprarne due.,certo corarie due
Prendiamo un caffe al bar,prendiamo un che al bar
A che ora arriva il pullman,e ora io mario
Buongiorno io sono Mario,pretoztu
Tutto bene grazie,rutoazte
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,perfetonrei comprarne e
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe araziaia un e minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
