Truth,Decoded
Salve quanto costa quell articolo,salve quanto lo stai ultiolo
E in offerta costa dieci euro,e in costa costa dieci euro
Tutto bene grazie,utgio bene grazie
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",crtoeo lei io lo predre drchiato
A che ora arriva il pullman,che a mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe e arrivare e quell minuto
Quanto costa il biglietto,ruaonzo e si lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero lo plopero pero che e lo autista
Va bene grazie lo stesso,va e grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarnedue
Certo ecco a lei vuole un sacchetto,certo pero a le vuole un certo
Si grazie e arrivederci,si grazie e dieci
Le auguro una buona giornata,pero un una lo una
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,reoenara io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanto costaqul articolo
E in offerta costa dieci euro,e un ora costa io euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo voentrierio lo coedro mcriato
A che ora arriva il pullman,e che ora mario ilplman
Dovrebbe arrivare tra qualche minuto,dovreberivar a lo minuto
Quanto costa il biglietto,tutto bene il lo
Purtroppo non lo so pero potresti chiedere all autista,prtropono lo pero coeredrn aheiato
Va bene grazie lo stesso,va e grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,perfetorei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo a lei lo uchto
