Truth,Decoded
Si grazie e arrivederci,e io
Le auguro una buona giornata,io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,io io
Tutto bene tu,io io
Salve quanto costa quell articolo,pero io
E in offerta costa dieci euro,certo io
Tutto bene grazie,e io
Prendiamo un caffe al bar,a le
"Certo volentieri, io lo prendero macchiato",io io
A che ora arriva il pullman,e io
Dovrebbe arrivare tra qualche minuto,lo io
Quanto costa il biglietto,e io
Purtroppo non lo so pero potresti chiedere all autista,io io
Va bene grazie lo stesso,un io
Prego,e io
Perfetto vorrei comprarne due.,a io
Certo ecco a lei vuole un sacchetto,e io
Si grazie e arrivederci,io io
Le auguro una buona giornata,io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,io io
Tutto bene tu,e io
Salve quanto costa quell articolo,certo io io
E in offerta costa dieci euro,bene io
Tutto bene grazie,bene io io
Prendiamo un caffe al bar,pero io e lo
"Certo volentieri, io lo prendero macchiato",e io io io io io
A che ora arriva il pullman,e io io
Dovrebbe arrivare tra qualche minuto,pero io io io
