Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
"Certo volentieri, io lo prendero macchiato",certo volentierieri io lo prendero macchiato
Salve quanto costa quell articolo,salve un costa quell articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,va bene grazie lo stesso
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Prego,prego
A che ora arriva il pullman,a che ora arriva il pullman
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Le auguro una buona giornata,le auguro una buona giornata
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,io e e ariedecho
Quanto costa il biglietto,si gruatio lo a
Si grazie e arrivederci,si grarua
Certo ecco a lei vuole un sacchetto,prego si io lo tu e
Purtroppo non lo so pero potresti chiedere all autista,pireztotr io io io un ora al una
Tutto bene grazie,preorue
Salve quanto costa quell articolo,salve quanto tu costiulo
E in offerta costa dieci euro,prego
A che ora arriva il pullman,e mario lo a
"Certo volentieri, io lo prendero macchiato",si greoe due
Buonasera io sono Mario,buonrio mario
Prendiamo un caffe al bar,prego io un caffe al bar
Le auguro una buona giornata,le lo certo una curne bar
Va bene grazie lo stesso,si grazie grazie le euro
