Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il si io
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,e renrti io il tu e
Le auguro una buona giornata,e auguro una bene a
"Certo volentieri, io lo prendero macchiato",si gretoed e
Tutto bene tu,iuti lo e
Salve quanto costa quell articolo,salve quangrta io costecso
Purtroppo non lo so pero potresti chiedere all autista,pirezto io io si io a una
Dovrebbe arrivare tra qualche minuto,doretroctarirne tu tu minuto
Prego,prego
Si grazie e arrivederci,si riedurereua
Va bene grazie lo stesso,si grazezrzie e si
Piacere Luigi come stai,piacere dieci stai
E in offerta costa dieci euro,e grazie iciue
Buonasera io sono Mario,buona bar
Quanto costa il biglietto,e quanto io io tra
Perfetto vorrei comprarne due.,certo corerne e
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,e ora io e
Buongiorno io sono Mario,pretotu
Tutto bene grazie,qutoegrce
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,pverfeton lei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe arazierta tu e minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
