Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potrestachiedere al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,prfetn lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lei lei vuole un sacchetto
Si grazie e arrivederci,bunzie raia tra io euro
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quangrata una io stesso
E in offerta costa dieci euro,preztiosrsdiecirue
Tutto bene grazie,tutto bene a iaute
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",peretnoired e
A che ora arriva il pullman,e a io va lo ulmae
Dovrebbe arrivare tra qualche minuto,doretobo bar un tu minuto
Quanto costa il biglietto,ruarocopto piacere il biauta
Purtroppo non lo so pero potresti chiedere all autista,prego ptoptr io si io purpritcere al autista
Va bene grazie lo stesso,e retestarezie il prego
Prego,prego
Perfetto vorrei comprarne due.,certo cereadrne e
Certo ecco a lei vuole un sacchetto,pretrtri io il tu e
Si grazie e arrivederci,sirerzie girirediedureue
Le auguro una buona giornata,prego lo una cuane a bar
Buongiorno io sono Mario,preontu
Buonasera io sono Mario,e a in bar
Piacere Luigi come stai,piacere uigiece si
Tutto bene tu,tutto coerne e
Salve quanto costa quell articolo,salve quanto costa quell articolo
