Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa ltiolo
E in offerta costa dieci euro,e in ora costa decieuro
Tutto bene grazie,tutto benegrazie
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",crtoeo voetro io pero pero drchiato
A che ora arriva il pullman,che mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra un minuto
Quanto costa il biglietto,quanto bene si lo
Purtroppo non lo so pero potresti chiedere all autista,prtrolopro lo plopero porethedel autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comrarnedue
Certo ecco a lei vuole un sacchetto,certo pero a le vuole un certo
Si grazie e arrivederci,si grazie e ariedrci
Le auguro una buona giornata,le auguro una lo una
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,a quanto costaque articolo
E in offerta costa dieci euro,e un ora costa e euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo voentrierio lo condro mcriato
A che ora arriva il pullman,a che arivail pullman
Dovrebbe arrivare tra qualche minuto,dovreberivar ravul minuto
Quanto costa il biglietto,tutto bene ilgito
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non sono sropero coeredern ahetisto
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,peretonorei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo a lei sono uchto
