Truth,Decoded
Quanto costa il biglietto,quanto costa il blieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va agrzi stesso
Prego,prego
Perfetto vorrei comprarne due.,poverfeto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo lo lei vuole un smacheto
Si grazie e arrivederci,a banzie io tra io certo
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,si fazno tra io a euro
E in offerta costa dieci euro,preztioit dicireuo
Tutto bene grazie,tutto io due
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",pereti io io un
A che ora arriva il pullman,e a arriva lo e
Dovrebbe arrivare tra qualche minuto,perfetto catarire tu tu minuto
Quanto costa il biglietto,sigreripio io io io
Purtroppo non lo so pero potresti chiedere all autista,pertrto pioitre io si io a una
Va bene grazie lo stesso,si grazie mario lei un
Prego,prego
Perfetto vorrei comprarne due.,certo come redrne un
Certo ecco a lei vuole un sacchetto,perenori io cupu un
Si grazie e arrivederci,si io iriredurerurua
Le auguro una buona giornata,prego lo una due un
Buongiorno io sono Mario,prego tu
Buonasera io sono Mario,e lo a un bar
Piacere Luigi come stai,piacere un a stai
Tutto bene tu,prego io lo un
Salve quanto costa quell articolo,salve quanto costa quell articolo
