Truth,Decoded
Salve quanto costa quell articolo,salve furta io stai stesso
E in offerta costa dieci euro,e in ora costa io e euro
Tutto bene grazie,tutto bene mario
Prendiamo un caffe al bar,prendiamo un caffe bar
"Certo volentieri, io lo prendero macchiato",certo eter io bene predre dreachiai
A che ora arriva il pullman,ora arriva il un
Dovrebbe arrivare tra qualche minuto,dovrebbe e bar e il minuto
Quanto costa il biglietto,renzo e io
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero lo lo pero e due e lo autista
Va bene grazie lo stesso,va e grazie lo so
Prego,pero
Perfetto vorrei comprarne due.,prego vorrei comraredue
Certo ecco a lei vuole un sacchetto,certo ecco a le vuole un certo
Si grazie e arrivederci,si e e e dieci
Le auguro una buona giornata,e un una un a
Buongiorno io sono Mario,crtoirno io sono mario
Buonasera io sono Mario,prego a io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,io bene tu
Salve quanto costa quell articolo,a raert costa il io
E in offerta costa dieci euro,e a ora costa lei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,pero un a a
"Certo volentieri, io lo prendero macchiato",certo oeneri iered lo come martato
A che ora arriva il pullman,e che ora mario lo lo
Dovrebbe arrivare tra qualche minuto,povrebeavar a un minuto
Quanto costa il biglietto,tutto lo a io
Purtroppo non lo so pero potresti chiedere all autista,prtopno lo pero ceredrn chetisto
Va bene grazie lo stesso,va e a lo so
Prego,pero
Perfetto vorrei comprarne due.,peretoei come due
Certo ecco a lei vuole un sacchetto,certo io a lei io lo certo
