Truth,Decoded
Salve quanto costa quell articolo,e io a io
E in offerta costa dieci euro,io io io
Tutto bene grazie,io io
Prendiamo un caffe al bar,pero io
"Certo volentieri, io lo prendero macchiato",euro io io io
A che ora arriva il pullman,e e io io
Dovrebbe arrivare tra qualche minuto,io io
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,io io io e io
Va bene grazie lo stesso,prego io
Prego,tutto
Perfetto vorrei comprarne due.,a io io
Certo ecco a lei vuole un sacchetto,certo io io
Si grazie e arrivederci,tu io
Le auguro una buona giornata,pero io lo
Buongiorno io sono Mario,io io
Buonasera io sono Mario,certo io
Piacere Luigi come stai,io io
Tutto bene tu,tutto
Salve quanto costa quell articolo,io io
E in offerta costa dieci euro,tu a io
Tutto bene grazie,e io
Prendiamo un caffe al bar,e io
"Certo volentieri, io lo prendero macchiato",io io
A che ora arriva il pullman,e io
Dovrebbe arrivare tra qualche minuto,e io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,io io certo
Va bene grazie lo stesso,bene io
Prego,certo
Perfetto vorrei comprarne due.,e io
Certo ecco a lei vuole un sacchetto,io io
