Truth,Decoded
Prego,pero
Dovrebbe arrivare tra qualche minuto,dorebo bcarire tra tu minuto
Tutto bene tu,lei ctere
Perfetto vorrei comprarne due.,certo cerocrare due
Buongiorno io sono Mario,buongro io
Piacere Luigi come stai,piacere uaigiecoe stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potrestichiedere al autista
Tutto bene tu,tutto bene tu
E in offerta costa dieci euro,e in ora costa dieci euro
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lei un vuole un smacto
Piacere Luigi come stai,piacere luigi come stai
Prego,prego
Buonasera io sono Mario,buona io sono mario
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a le minuto
Salve quanto costa quell articolo,le una lo come il lo
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prendiamo un caffe al bar,prendiamo un caffe al bar
Buongiorno io sono Mario,buongiorno io sono mario
A che ora arriva il pullman,a che ora arriva il pullman
Si grazie e arrivederci,a bene io come stesso
Tutto bene grazie,tutto bene grazie
Le auguro una buona giornata,le auguro una buona giornata
Piacere Luigi come stai,piacere luigi come stai
A che ora arriva il pullman,a che ora arriva il pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Si grazie e arrivederci,si grazie e arivedesrtrci
Dovrebbe arrivare tra qualche minuto,dovrebearivare tra qualche minuto
Tutto bene tu,tutto bene tu
Buonasera io sono Mario,buonasera io sono mario
