Truth,Decoded
Quanto costa il biglietto,quanto costa il lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero postiere ilauista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,pero
Perfetto vorrei comprarne due.,dvfebonrei comprarne e
Certo ecco a lei vuole un sacchetto,certoeaero lo sono umahto
Si grazie e arrivederci,sbeneaia tra il sono
Le auguro una buona giornata,le quanto una una giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonrio io sono mario
Piacere Luigi come stai,piacecheo lilio come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,va quanto lo e stesso
E in offerta costa dieci euro,e tra
Tutto bene grazie,preori
Prendiamo un caffe al bar,perenia a caffe lo bar
"Certo volentieri, io lo prendero macchiato",si reirdr un
A che ora arriva il pullman,pero a mario lo e
Dovrebbe arrivare tra qualche minuto,certo ctarae io
Quanto costa il biglietto,gruato lo io
Purtroppo non lo so pero potresti chiedere all autista,certo io io io una
Va bene grazie lo stesso,pigraziai si
Prego,pero
Perfetto vorrei comprarne due.,certo iriade a
Certo ecco a lei vuole un sacchetto,pegren io io tu a
Si grazie e arrivederci,pigrarua
Le auguro una buona giornata,prego sono un a
Buongiorno io sono Mario,pero
Buonasera io sono Mario,prego a
Piacere Luigi come stai,piareo io tu
Tutto bene tu,tutto lo io
Salve quanto costa quell articolo,salve quanto costa qltiolo
