Truth,Decoded
Si grazie e arrivederci,a e e
Le auguro una buona giornata,auguro lo
Buongiorno io sono Mario,lo lo io certo
Buonasera io sono Mario,ruoer io certo
Piacere Luigi come stai,pero lo a
Tutto bene tu,tutto io
Salve quanto costa quell articolo,a e a lo
E in offerta costa dieci euro,vuole io
Tutto bene grazie,lo e io
Prendiamo un caffe al bar,pero a a a
"Certo volentieri, io lo prendero macchiato",ruoei e lo
A che ora arriva il pullman,ruorai lo
Dovrebbe arrivare tra qualche minuto,bar a lo
Quanto costa il biglietto,tutto lo
Purtroppo non lo so pero potresti chiedere all autista,euro lo so e e io
Va bene grazie lo stesso,lo
Prego,lo
Perfetto vorrei comprarne due.,pero e a
Certo ecco a lei vuole un sacchetto,e tra uoeto
Si grazie e arrivederci,due lo
Le auguro una buona giornata,sono
Buongiorno io sono Mario,bene io sono
Buonasera io sono Mario,buoerio io
Piacere Luigi come stai,pero so
Tutto bene tu,un bene
Salve quanto costa quell articolo,lo lo lo
E in offerta costa dieci euro,lo
Tutto bene grazie,lo e si
Prendiamo un caffe al bar,lo lo lo
"Certo volentieri, io lo prendero macchiato",lo lo io a io
A che ora arriva il pullman,lo lo
Dovrebbe arrivare tra qualche minuto,lo a so
