Truth,Decoded
Salve quanto costa quell articolo,a io io
E in offerta costa dieci euro,io io
Tutto bene grazie,tu io
Prendiamo un caffe al bar,pero io
"Certo volentieri, io lo prendero macchiato",euro io
A che ora arriva il pullman,bene a io
Dovrebbe arrivare tra qualche minuto,io io
Quanto costa il biglietto,euro io
Purtroppo non lo so pero potresti chiedere all autista,io lo
Va bene grazie lo stesso,pero io
Prego,io io
Perfetto vorrei comprarne due.,e io
Certo ecco a lei vuole un sacchetto,bene io
Si grazie e arrivederci,tu io
Le auguro una buona giornata,e io
Buongiorno io sono Mario,io lo
Buonasera io sono Mario,io io
Piacere Luigi come stai,pero io
Tutto bene tu,e io
Salve quanto costa quell articolo,io io
E in offerta costa dieci euro,e io
Tutto bene grazie,e io
Prendiamo un caffe al bar,a io
"Certo volentieri, io lo prendero macchiato",e io
A che ora arriva il pullman,e io
Dovrebbe arrivare tra qualche minuto,e io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,io a e e io
Va bene grazie lo stesso,bene io
Prego,io
Perfetto vorrei comprarne due.,e io
Certo ecco a lei vuole un sacchetto,e io
