Truth,Decoded
Quanto costa il biglietto,sono costa il gieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo pero porstiere il autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,pero
Perfetto vorrei comprarne due.,dovrebonrei comprarne e
Certo ecco a lei vuole un sacchetto,ceretoaero lo vuole umaheto
Si grazie e arrivederci,a buiaraia io io sono
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,bunrno io sono mario
Piacere Luigi come stai,acheligio come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,va un lo tu e sono
E in offerta costa dieci euro,prego
Tutto bene grazie,prego
Prendiamo un caffe al bar,prenia a al a bar
"Certo volentieri, io lo prendero macchiato",si greir e
A che ora arriva il pullman,pero ora lo e
Dovrebbe arrivare tra qualche minuto,e certo ctrarae minuto
Quanto costa il biglietto,gruoi io
Purtroppo non lo so pero potresti chiedere all autista,pegretoirio io io una
Va bene grazie lo stesso,grazie io
Prego,pero
Perfetto vorrei comprarne due.,piraoirae a
Certo ecco a lei vuole un sacchetto,pgreniri io si a
Si grazie e arrivederci,pigrari
Le auguro una buona giornata,sono una un a
Buongiorno io sono Mario,prego
Buonasera io sono Mario,buain a
Piacere Luigi come stai,piacere io si
Tutto bene tu,buti e io
Salve quanto costa quell articolo,salve quanto costa un tiolo
