Truth,Decoded
Si grazie e arrivederci,va grazie e arivestrcso
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanto costa quell articolo
E in offerta costa dieci euro,e in offerta costa e si euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,quanonostn il bilito
Purtroppo non lo so pero potresti chiedere all autista,auguro non lo so pero poretcicere il una
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo e io a e vuole un sacchetto
Si grazie e arrivederci,e a e e arrivederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,le quanto io come un biacto
E in offerta costa dieci euro,e in offerta costa due dieci
Tutto bene grazie,tutto e grazie
Prendiamo un caffe al bar,pfenoro un salve al bar
"Certo volentieri, io lo prendero macchiato",certo volntri e io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arazieaeiae io e minuto
