Truth,Decoded
Quanto costa il biglietto,quanto lo stai io lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io pero ora bene lo lo autista
Va bene grazie lo stesso,va bene si lo lo sono
Prego,prego
Perfetto vorrei comprarne due.,dovreterlei come e e
Certo ecco a lei vuole un sacchetto,cereoerar lo sono mario
Si grazie e arrivederci,e lei a io certo
Le auguro una buona giornata,le lo un io
Buongiorno io sono Mario,buoirn io sono mario
Buonasera io sono Mario,bunri io sono mario
Piacere Luigi come stai,piacere lririo come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a bene a lei
E in offerta costa dieci euro,preira
Tutto bene grazie,preori
Prendiamo un caffe al bar,peredta a lo lo
"Certo volentieri, io lo prendero macchiato",pirtoire un
A che ora arriva il pullman,pero vrari ora
Dovrebbe arrivare tra qualche minuto,pero taraedreuo
Quanto costa il biglietto,prtoio io
Purtroppo non lo so pero potresti chiedere all autista,certo io e io un
Va bene grazie lo stesso,prize e
Prego,pero
Perfetto vorrei comprarne due.,certo si e a
Certo ecco a lei vuole un sacchetto,pero mario e a
Si grazie e arrivederci,pirirerera
Le auguro una buona giornata,ecco e e a
Buongiorno io sono Mario,pero
Buonasera io sono Mario,prego a
Piacere Luigi come stai,euro io si
Tutto bene tu,buti lo e
Salve quanto costa quell articolo,salve fenrta lo stai lo lo
