Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,doverfeto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco e lei vuole un sacchetto
Si grazie e arrivederci,e bene io lo ecco
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanrata io costeso
E in offerta costa dieci euro,prego
Tutto bene grazie,tutto io
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si gruaoe lo euro
A che ora arriva il pullman,e ora io lo
Dovrebbe arrivare tra qualche minuto,doreatoto catarne a tu minuto
Quanto costa il biglietto,quanto io lo
Purtroppo non lo so pero potresti chiedere all autista,pirezoio io io io io il a una
Va bene grazie lo stesso,si grazezarzie e drecso
Prego,pero
Perfetto vorrei comprarne due.,piereto e rerire un
Certo ecco a lei vuole un sacchetto,prentia io il un io
Si grazie e arrivederci,si graiderua
Le auguro una buona giornata,lo un lo una cutne al bar
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,pbuor sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto si e
Salve quanto costa quell articolo,salve quanto costa quell articolo
