Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il blieto
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,preoria io il tu un
Le auguro una buona giornata,prego un due a bar
"Certo volentieri, io lo prendero macchiato",peretoiede e
Tutto bene tu,prego bene
Salve quanto costa quell articolo,salve quanrata tra castelo
Purtroppo non lo so pero potresti chiedere all autista,pretorio io un autista
Dovrebbe arrivare tra qualche minuto,doereoto ctarare tu minuto
Prego,prego
Si grazie e arrivederci,io un
Va bene grazie lo stesso,si grazie e due
Piacere Luigi come stai,piacere dieci stai
E in offerta costa dieci euro,prego
Buonasera io sono Mario,preoan mario
Quanto costa il biglietto,e ruatoi a
Perfetto vorrei comprarne due.,certo ora due
Prendiamo un caffe al bar,prendiamo un caffe al bar
A che ora arriva il pullman,preodra io a
Buongiorno io sono Mario,prego
Tutto bene grazie,pruate
Quanto costa il biglietto,quanto costa il blieto
Perfetto vorrei comprarne due.,pverfeton lei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe grazie io a qace minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero potresti chiedere e autista
