Truth,Decoded
Salve quanto costa quell articolo,a ora a io
E in offerta costa dieci euro,io io
Tutto bene grazie,tu io
Prendiamo un caffe al bar,pero io
"Certo volentieri, io lo prendero macchiato",euro io io
A che ora arriva il pullman,bene io
Dovrebbe arrivare tra qualche minuto,io io
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,io io io
Va bene grazie lo stesso,pero io
Prego,io io
Perfetto vorrei comprarne due.,pero io
Certo ecco a lei vuole un sacchetto,certo io
Si grazie e arrivederci,bene io
Le auguro una buona giornata,pero io e io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,certo io
Piacere Luigi come stai,certo io
Tutto bene tu,certo
Salve quanto costa quell articolo,io io
E in offerta costa dieci euro,e a io
Tutto bene grazie,e io
Prendiamo un caffe al bar,e io
"Certo volentieri, io lo prendero macchiato",e lo
A che ora arriva il pullman,e io
Dovrebbe arrivare tra qualche minuto,e io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,io io e certo
Va bene grazie lo stesso,bene a io
Prego,certo
Perfetto vorrei comprarne due.,e io
Certo ecco a lei vuole un sacchetto,io io
