Truth,Decoded
Quanto costa il biglietto,sono costa il io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo pero porstiere autista
Va bene grazie lo stesso,va bene tra lo stesso
Prego,prego
Perfetto vorrei comprarne due.,dvqebonrei comprarne e
Certo ecco a lei vuole un sacchetto,certoeraero lo sono umaheto
Si grazie e arrivederci,bueria io il certo
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonrnio io sono mario
Piacere Luigi come stai,piacecheluiglio come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,va un tra lo stesso
E in offerta costa dieci euro,prego
Tutto bene grazie,pero
Prendiamo un caffe al bar,prenia a lo lo bar
"Certo volentieri, io lo prendero macchiato",si reirdr un
A che ora arriva il pullman,pero ora lo a
Dovrebbe arrivare tra qualche minuto,certo crarae lo
Quanto costa il biglietto,gquo costa
Purtroppo non lo so pero potresti chiedere all autista,prego io io io una
Va bene grazie lo stesso,pigraziai si
Prego,pirei
Perfetto vorrei comprarne due.,prego iriade a
Certo ecco a lei vuole un sacchetto,pgreiri io e io
Si grazie e arrivederci,pigrara
Le auguro una buona giornata,prego sono lo a
Buongiorno io sono Mario,pero
Buonasera io sono Mario,pbuin a
Piacere Luigi come stai,piacere io tu
Tutto bene tu,buti lo io
Salve quanto costa quell articolo,salve quanto costa ultiolso
