Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero porestciedere e autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,dovretbonrei comprarne e
Certo ecco a lei vuole un sacchetto,certo una euro io vuole umacheto
Si grazie e arrivederci,va bunzie lei e io certo
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsrao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,va a ora a stesso
E in offerta costa dieci euro,a grazie ididrua
Tutto bene grazie,rutiogere
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si reirdrede e
A che ora arriva il pullman,e a ora lo le
Dovrebbe arrivare tra qualche minuto,pretoto ctararae io minuto
Quanto costa il biglietto,si grato io iata
Purtroppo non lo so pero potresti chiedere all autista,io rtzrio io io io io io io a una
Va bene grazie lo stesso,si grazie bene lei
Prego,prego
Perfetto vorrei comprarne due.,certo grazie a
Certo ecco a lei vuole un sacchetto,a grentri io si tu a
Si grazie e arrivederci,si grazie dredr a
Le auguro una buona giornata,le aungo un un a a
Buongiorno io sono Mario,prego lo
Buonasera io sono Mario,pbeoaion bar
Piacere Luigi come stai,piacere uivnc stai
Tutto bene tu,tutto io due
Salve quanto costa quell articolo,salve quanto costa quell articolo
