Truth,Decoded
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Prego,prego
Buonasera io sono Mario,buonasera io sono mario
Quanto costa il biglietto,quanto costa il blieto
E in offerta costa dieci euro,e in offerta costa dieci euro
Certo ecco a lei vuole un sacchetto,e renti io tu tu a
Le auguro una buona giornata,prego un un a
"Certo volentieri, io lo prendero macchiato",si reocede e
Tutto bene tu,tutto lo e
Salve quanto costa quell articolo,salve quanto tra io lo stesso
Purtroppo non lo so pero potresti chiedere all autista,pirtzoioi io io io si a autista
Dovrebbe arrivare tra qualche minuto,doreto lo ctarire tu tu minuto
Prego,prego
Si grazie e arrivederci,si tra due
Va bene grazie lo stesso,si grazie e prego
Piacere Luigi come stai,piacere un e stai
E in offerta costa dieci euro,si razireui
Buonasera io sono Mario,preoaon bar
Quanto costa il biglietto,si gruato si a
Perfetto vorrei comprarne due.,certo grazie due
Prendiamo un caffe al bar,prendiamo un che al bar
A che ora arriva il pullman,e bar a io e
Buongiorno io sono Mario,pretoto
Tutto bene grazie,autorte
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,poverfetonrei comprarne due
Tutto bene tu,tutto bene tu
Dovrebbe arrivare tra qualche minuto,dovrebbe grazie io a e minuto
Piacere Luigi come stai,piacere luigi come stai
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere e autista
