Truth,Decoded
Quanto costa il biglietto,lo lo certo
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo certo
Va bene grazie lo stesso,lo lo io
Prego,lo io
Perfetto vorrei comprarne due.,lo lo lo io
Certo ecco a lei vuole un sacchetto,lo lo oeoeoeto
Si grazie e arrivederci,lo lo eoeto
Le auguro una buona giornata,lo oieto
Buongiorno io sono Mario,retoio lo lo
Buonasera io sono Mario,lo lo lo lo
Piacere Luigi come stai,lo lo lo lo
Tutto bene tu,lo lo io
Salve quanto costa quell articolo,e lo
E in offerta costa dieci euro,lo io
Tutto bene grazie,lo io
Prendiamo un caffe al bar,lo lo
"Certo volentieri, io lo prendero macchiato",ruoeo
A che ora arriva il pullman,e io
Dovrebbe arrivare tra qualche minuto,pero io
Quanto costa il biglietto,lo lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo
Va bene grazie lo stesso,lo io
Prego,certo
Perfetto vorrei comprarne due.,lo lo e io
Certo ecco a lei vuole un sacchetto,e io
Si grazie e arrivederci,reoeto
Le auguro una buona giornata,pero io
Buongiorno io sono Mario,lo lo
Buonasera io sono Mario,pero io
Piacere Luigi come stai,pero lo
Tutto bene tu,lo io
Salve quanto costa quell articolo,e e lo a a e lo
