Truth,Decoded
Salve quanto costa quell articolo,salve quanto lo stai ultiolo
E in offerta costa dieci euro,e in a cotadiecieuro
Tutto bene grazie,tutto benerazie
Prendiamo un caffe al bar,prendiamo un caffe bar
"Certo volentieri, io lo prendero macchiato",crtoeo vorrei io lo pero drmchiato
A che ora arriva il pullman,che ora mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra un minuto
Quanto costa il biglietto,quanto io si lo
Purtroppo non lo so pero potresti chiedere all autista,purtro lopro lo posopero porithede lo autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,pero
Perfetto vorrei comprarne due.,perfetto vorrei comprarnedue
Certo ecco a lei vuole un sacchetto,certo pero a le vuole un acheto
Si grazie e arrivederci,si grazie e ariedrci
Le auguro una buona giornata,le auguro un una lo una
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanto costaque articolo
E in offerta costa dieci euro,e un offerta costa e euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendero un caffe a
"Certo volentieri, io lo prendero macchiato",certo voentrierio lo soenero macchiato
A che ora arriva il pullman,a che arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebearivar ravulumnuto
Quanto costa il biglietto,tutto costa io io
Purtroppo non lo so pero potresti chiedere all autista,purtroponon sono pero coeredern aheisto
Va bene grazie lo stesso,va bene grazie lo pero
Prego,prego
Perfetto vorrei comprarne due.,perfetorei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo a lei sono uachto
