Truth,Decoded
Quanto costa il biglietto,bene lo lo lo
Purtroppo non lo so pero potresti chiedere all autista,puertopo lo lo io si eisto
Va bene grazie lo stesso,va bene e so
Prego,pero
Perfetto vorrei comprarne due.,doeretbeio come lo
Certo ecco a lei vuole un sacchetto,quoara io so mario
Si grazie e arrivederci,a bar io so
Le auguro una buona giornata,euro lo io
Buongiorno io sono Mario,buona io sono mario
Buonasera io sono Mario,butogi io sono mario
Piacere Luigi come stai,purun lo lo ariai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,stai e lo
E in offerta costa dieci euro,e io
Tutto bene grazie,quti
Prendiamo un caffe al bar,piacere a
"Certo volentieri, io lo prendero macchiato",si reua
A che ora arriva il pullman,a bene mario e
Dovrebbe arrivare tra qualche minuto,pieret areue
Quanto costa il biglietto,e un e
Purtroppo non lo so pero potresti chiedere all autista,pero io un
Va bene grazie lo stesso,pero io
Prego,pero
Perfetto vorrei comprarne due.,pero si io si
Certo ecco a lei vuole un sacchetto,si e a a
Si grazie e arrivederci,si gretei
Le auguro una buona giornata,e lo e a
Buongiorno io sono Mario,pero
Buonasera io sono Mario,prego e
Piacere Luigi come stai,euro a
Tutto bene tu,pbuti e
Salve quanto costa quell articolo,salve feanrt e e so
