Truth,Decoded
Quanto costa il biglietto,quanto costa io ilmieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo costa a lei vuole un sacchetto
Si grazie e arrivederci,a bene io uoeie certo
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonernao io sono mario
Piacere Luigi come stai,piacere lo si come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanfrurota stai io stesso
E in offerta costa dieci euro,si grazie ididreuo
Tutto bene grazie,fuzige due
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",salve gquaoie al due
A che ora arriva il pullman,e lo tra so lman
Dovrebbe arrivare tra qualche minuto,doretobo bene il tu minuto
Quanto costa il biglietto,a quanto io io certo
Purtroppo non lo so pero potresti chiedere all autista,certo pero io io pero pero due una
Va bene grazie lo stesso,va beztarie e dieci
Prego,prego
Perfetto vorrei comprarne due.,certo coereadrive due
Certo ecco a lei vuole un sacchetto,prego otsia io si tu a
Si grazie e arrivederci,si grazie dieci
Le auguro una buona giornata,lo sono io una bene al bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pero sono mario
Piacere Luigi come stai,piacere uiecme stai
Tutto bene tu,tutto vegre
Salve quanto costa quell articolo,salve quanto costa quell articolo
