Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecera euro lei vuole a sacchetto
Si grazie e arrivederci,e grazie io reive dieci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonsernao io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,a quanto grata si a articolo
E in offerta costa dieci euro,prezidireui
Tutto bene grazie,fuztoigrue
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",si e bene a
A che ora arriva il pullman,e a io io lman
Dovrebbe arrivare tra qualche minuto,doretroto bar tu due minuto
Quanto costa il biglietto,e gruazto io io io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo pero io io io luigi e a autista
Va bene grazie lo stesso,si grazezarie e drcso
Prego,prego
Perfetto vorrei comprarne due.,certo coredrie e
Certo ecco a lei vuole un sacchetto,e una io il un e
Si grazie e arrivederci,si ora iederua
Le auguro una buona giornata,e io una un al bar
Buongiorno io sono Mario,prego tu
Buonasera io sono Mario,prego a io mario
Piacere Luigi come stai,piacere io io stai
Tutto bene tu,ruti bene
Salve quanto costa quell articolo,salve quanto costa quell articolo
