Truth,Decoded
Salve quanto costa quell articolo,salve fuata lo a ltilo
E in offerta costa dieci euro,e in costa cotaiecieuro
Tutto bene grazie,qungio bene mario
Prendiamo un caffe al bar,prendiamo un caffe all
"Certo volentieri, io lo prendero macchiato",certo e io lo predre drachiato
A che ora arriva il pullman,che mario il pman
Dovrebbe arrivare tra qualche minuto,dovrebbe e riara tra un minuto
Quanto costa il biglietto,reaozo io si lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero lo plopero si hedel autista
Va bene grazie lo stesso,va bene grazie stesso
Prego,pero
Perfetto vorrei comprarne due.,certo vorrei comrarnedue
Certo ecco a lei vuole un sacchetto,certo pero a le vuole un certo
Si grazie e arrivederci,si grazie e ariedrci
Le auguro una buona giornata,pero un una un a
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,creoara io sono mario
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,lo bene tu
Salve quanto costa quell articolo,a quanto costa io
E in offerta costa dieci euro,e io offerta costa lei euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un caffe a
"Certo volentieri, io lo prendero macchiato",certo oentrieio lo credro macchiato
A che ora arriva il pullman,e che ora arriva ilplman
Dovrebbe arrivare tra qualche minuto,dovrebeaivar a uluinuto
Quanto costa il biglietto,tutto bene ilito
Purtroppo non lo so pero potresti chiedere all autista,prtropono lo pero coecedern autista
Va bene grazie lo stesso,va bene grazie lo pero
Prego,pero
Perfetto vorrei comprarne due.,peretoei comprarne due
Certo ecco a lei vuole un sacchetto,certo lo a le lo certo
