Truth,Decoded
Quanto costa il biglietto,quanto costa il gieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo pero portstiea il autista
Va bene grazie lo stesso,va bene si lo stesso
Prego,prego
Perfetto vorrei comprarne due.,dovrebonrei comprarne un
Certo ecco a lei vuole un sacchetto,certoenaelao io vuole umaheto
Si grazie e arrivederci,a quneariaia tra io come
Le auguro una buona giornata,le auguro una una giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonrno io sono mario
Piacere Luigi come stai,piacecheo luigi come stai
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve un a e e so
E in offerta costa dieci euro,prego
Tutto bene grazie,pretoti
Prendiamo un caffe al bar,prenia a a lo bar
"Certo volentieri, io lo prendero macchiato",si reirdrd un
A che ora arriva il pullman,pero ora lo e
Dovrebbe arrivare tra qualche minuto,certo ctarae quanto
Quanto costa il biglietto,gruato io io
Purtroppo non lo so pero potresti chiedere all autista,pretoirio io io autista
Va bene grazie lo stesso,si grazie io
Prego,lei
Perfetto vorrei comprarne due.,certo riae io
Certo ecco a lei vuole un sacchetto,pegreneiri io tu a
Si grazie e arrivederci,si bar un
Le auguro una buona giornata,e aungo un un a
Buongiorno io sono Mario,preonto
Buonasera io sono Mario,pbuin a
Piacere Luigi come stai,piacere io si
Tutto bene tu,tutto lo io
Salve quanto costa quell articolo,salve quanto costa il tiolo
